팀명,경기날짜,결과,이름,공격종합_성공률,오픈_성공률,시간차_성공률,이동_성공률,후위_성공률,속공_성공률,퀵오픈_성공률,서브_성공률,범실_범실,포지션,득점점유율,스타팅멤버
IBK기업은행,2021-10-30,0,김희진,42.86,16.67,0.0,75.0,0.0,50.0,0.0,0.5,1,C,0.18032786885245902,1
IBK기업은행,2021-10-30,0,김수지,38.46,0.0,0.0,57.14,0.0,50.0,0.0,0.0,5,C,0.13114754098360656,1
IBK기업은행,2021-10-30,0,김하경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.03278688524590164,0
IBK기업은행,2021-10-30,0,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
KGC인삼공사,2021-10-31,0,옐레나,36.17,28.57,0.0,0.0,64.29,0.0,18.18,0.0,5,R,0.5555555555555556,1
KGC인삼공사,2021-10-31,0,이소영,21.74,7.14,0.0,0.0,50.0,0.0,42.86,0.0,2,L,0.16666666666666666,1
KGC인삼공사,2021-10-31,0,박은진,44.44,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1,C,0.16666666666666666,1
KGC인삼공사,2021-10-31,0,고의정,40.0,50.0,0.0,0.0,0.0,0.0,33.33,0.33,0,L,0.08333333333333333,0
KGC인삼공사,2021-10-31,0,염혜선,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.027777777777777776,1
KGC인삼공사,2021-10-31,0,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
현대건설,2021-10-31,1,양효진,56.52,61.11,0.0,0.0,0.0,50.0,0.0,0.0,0,C,0.2857142857142857,1
현대건설,2021-10-31,1,황연주,36.11,20.0,0.0,0.0,60.0,0.0,53.85,0.33,2,R,0.23809523809523808,1
현대건설,2021-10-31,1,이다현,40.0,40.0,0.0,0.0,0.0,57.14,0.0,0.0,4,C,0.14285714285714285,1
현대건설,2021-10-31,1,황민경,26.92,0.0,100.0,0.0,0.0,0.0,40.0,0.33,3,L,0.12698412698412698,1
현대건설,2021-10-31,1,고예림,30.0,38.46,0.0,0.0,0.0,0.0,20.0,0.33,3,L,0.1111111111111111,1
현대건설,2021-10-31,1,정지윤,40.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0,0,C,0.06349206349206349,0
현대건설,2021-10-31,1,김다인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1,S,0.031746031746031744,1
현대건설,2021-10-31,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
현대건설,2021-10-31,1,이나연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
페퍼저축은행,2021-11-02,0,엘리자벳,41.76,44.64,0.0,0.0,35.71,0.0,50.0,0.25,9,R,0.5443037974683544,1
페퍼저축은행,2021-11-02,0,박경현,39.13,42.86,50.0,0.0,0.0,0.0,25.0,0.5,7,L,0.1518987341772152,1
페퍼저축은행,2021-11-02,0,하혜진,54.55,57.14,0.0,0.0,0.0,50.0,0.0,0.0,1,R,0.11392405063291139,1
페퍼저축은행,2021-11-02,0,최가은,33.33,33.33,0.0,33.33,0.0,33.33,0.0,0.0,2,C,0.0759493670886076,1
페퍼저축은행,2021-11-02,0,이한비,30.77,30.0,0.0,0.0,0.0,0.0,33.33,0.25,5,L,0.06329113924050633,1
페퍼저축은행,2021-11-02,0,박은서,15.38,22.22,0.0,0.0,0.0,0.0,0.0,0.0,4,L,0.02531645569620253,0
페퍼저축은행,2021-11-02,0,이현,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.25,2,S,0.02531645569620253,1
페퍼저축은행,2021-11-02,0,문슬기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
페퍼저축은행,2021-11-02,0,구솔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
페퍼저축은행,2021-11-02,0,김세인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
페퍼저축은행,2021-11-02,0,이은지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,R,0.0,0
흥국생명,2021-11-02,1,캣벨,43.9,40.82,0.0,0.0,45.0,0.0,53.85,0.25,7,R,0.5522388059701493,1
흥국생명,2021-11-02,1,김미연,39.29,18.75,100.0,0.0,0.0,0.0,63.64,0.5,5,L,0.19402985074626866,1
흥국생명,2021-11-02,1,이주아,44.44,0.0,0.0,50.0,0.0,100.0,0.0,0.0,1,C,0.11940298507462686,1
흥국생명,2021-11-02,1,김채연,33.33,66.67,0.0,0.0,0.0,20.0,0.0,0.0,0,C,0.07462686567164178,1
흥국생명,2021-11-02,1,최윤이,22.22,0.0,0.0,0.0,0.0,0.0,33.33,0.0,3,L,0.029850746268656716,1
흥국생명,2021-11-02,1,박혜진,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.029850746268656716,1
흥국생명,2021-11-02,1,김다솔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
흥국생명,2021-11-02,1,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
흥국생명,2021-11-02,1,도수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
한국도로공사,2021-11-03,0,켈시,47.83,36.36,50.0,0.0,64.29,0.0,50.0,0.0,3,R,0.4489795918367347,1
한국도로공사,2021-11-03,0,박정아,25.0,20.0,0.0,0.0,100.0,0.0,21.43,0.0,4,L,0.16326530612244897,1
한국도로공사,2021-11-03,0,배유나,36.36,0.0,50.0,0.0,0.0,75.0,0.0,0.0,2,C,0.16326530612244897,1
한국도로공사,2021-11-03,0,문정원,42.86,0.0,100.0,0.0,0.0,0.0,25.0,0.67,2,R,0.12244897959183673,1
한국도로공사,2021-11-03,0,전새얀,20.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0,L,0.04081632653061224,0
한국도로공사,2021-11-03,0,정대영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.04081632653061224,1
한국도로공사,2021-11-03,0,이윤정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1,S,0.02040816326530612,0
한국도로공사,2021-11-03,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
GS칼텍스,2021-11-03,1,모마,63.64,65.0,100.0,0.0,64.29,0.0,55.56,0.33,4,R,0.5254237288135594,1
GS칼텍스,2021-11-03,1,강소휘,34.29,25.0,50.0,0.0,0.0,0.0,43.75,0.33,3,L,0.23728813559322035,1
GS칼텍스,2021-11-03,1,유서연,44.44,50.0,0.0,0.0,0.0,0.0,40.0,0.33,1,L,0.0847457627118644,0
GS칼텍스,2021-11-03,1,김유리,75.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0,C,0.06779661016949153,1
GS칼텍스,2021-11-03,1,권민지,33.33,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,L,0.03389830508474576,0
GS칼텍스,2021-11-03,1,한수지,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.03389830508474576,1
GS칼텍스,2021-11-03,1,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.01694915254237288,1
GS칼텍스,2021-11-03,1,김해빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
GS칼텍스,2021-11-03,1,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
GS칼텍스,2021-11-03,1,한수진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
IBK기업은행,2021-11-04,0,김희진,28.57,25.0,25.0,0.0,38.46,0.0,25.0,0.0,3,C,0.3018867924528302,1
IBK기업은행,2021-11-04,0,김주향,31.03,27.27,0.0,0.0,0.0,0.0,50.0,0.25,5,L,0.20754716981132076,1
IBK기업은행,2021-11-04,0,표승주,25.93,29.41,0.0,0.0,0.0,0.0,22.22,0.0,1,L,0.18867924528301888,1
IBK기업은행,2021-11-04,0,최정민,21.43,25.0,0.0,33.33,0.0,0.0,0.0,0.33,1,C,0.09433962264150944,0
IBK기업은행,2021-11-04,0,김수지,16.67,16.67,0.0,33.33,0.0,0.0,0.0,0.0,2,C,0.09433962264150944,1
IBK기업은행,2021-11-04,0,라셈,18.18,25.0,0.0,0.0,8.33,0.0,100.0,0.0,1,R,0.07547169811320754,0
IBK기업은행,2021-11-04,0,김하경,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.018867924528301886,0
IBK기업은행,2021-11-04,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.018867924528301886,0
IBK기업은행,2021-11-04,0,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
KGC인삼공사,2021-11-04,1,옐레나,40.91,38.89,0.0,0.0,30.43,0.0,85.71,0.25,5,R,0.38271604938271603,1
KGC인삼공사,2021-11-04,1,이소영,52.17,47.62,50.0,0.0,50.0,0.0,57.89,0.5,7,L,0.3333333333333333,1
KGC인삼공사,2021-11-04,1,박혜민,22.86,23.53,0.0,0.0,50.0,0.0,20.0,0.0,7,L,0.1111111111111111,1
KGC인삼공사,2021-11-04,1,박은진,22.22,100.0,0.0,0.0,0.0,14.29,0.0,0.25,0,C,0.08641975308641975,1
KGC인삼공사,2021-11-04,1,한송이,28.57,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0,C,0.04938271604938271,1
KGC인삼공사,2021-11-04,1,염혜선,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,2,S,0.037037037037037035,1
KGC인삼공사,2021-11-04,1,고의정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
KGC인삼공사,2021-11-04,1,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
현대건설,2021-11-05,1,양효진,57.58,52.0,100.0,0.0,0.0,71.43,0.0,0.2,6,C,0.26436781609195403,1
현대건설,2021-11-05,1,황연주,68.18,44.44,0.0,100.0,66.67,0.0,100.0,0.0,2,R,0.1839080459770115,0
현대건설,2021-11-05,1,고예림,47.83,14.29,100.0,0.0,100.0,0.0,57.14,0.0,4,L,0.13793103448275862,1
현대건설,2021-11-05,1,황민경,40.91,41.67,40.0,0.0,0.0,0.0,40.0,0.2,2,L,0.13793103448275862,1
현대건설,2021-11-05,1,이다현,46.67,50.0,0.0,33.33,0.0,50.0,0.0,0.0,3,C,0.10344827586206896,1
현대건설,2021-11-05,1,야스민,19.44,18.18,0.0,0.0,28.57,0.0,16.67,0.2,10,R,0.09195402298850575,1
현대건설,2021-11-05,1,정지윤,55.56,60.0,0.0,0.0,0.0,0.0,50.0,0.0,1,C,0.05747126436781609,0
현대건설,2021-11-05,1,김다인,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.2,3,S,0.022988505747126436,1
현대건설,2021-11-05,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
현대건설,2021-11-05,1,김주하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
페퍼저축은행,2021-11-05,0,엘리자벳,36.23,34.78,0.0,0.0,42.86,0.0,0.0,0.0,7,R,0.5,1
페퍼저축은행,2021-11-05,0,하혜진,53.85,42.86,0.0,0.0,0.0,66.67,0.0,0.2,1,R,0.1774193548387097,1
페퍼저축은행,2021-11-05,0,최가은,30.77,28.57,0.0,33.33,0.0,50.0,0.0,0.2,1,C,0.12903225806451613,1
페퍼저축은행,2021-11-05,0,박경현,23.08,15.79,100.0,0.0,0.0,0.0,25.0,0.0,3,L,0.11290322580645161,1
페퍼저축은행,2021-11-05,0,이한비,20.0,16.67,0.0,0.0,0.0,0.0,33.33,0.0,5,L,0.06451612903225806,1
페퍼저축은행,2021-11-05,0,구솔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.016129032258064516,0
페퍼저축은행,2021-11-05,0,김세인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
페퍼저축은행,2021-11-05,0,문슬기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
페퍼저축은행,2021-11-05,0,이은지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,R,0.0,0
페퍼저축은행,2021-11-05,0,이현,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
한국도로공사,2021-11-06,1,켈시,43.08,36.11,50.0,0.0,43.75,0.0,63.64,0.0,5,R,0.4266666666666667,1
한국도로공사,2021-11-06,1,박정아,24.39,16.0,0.0,0.0,66.67,0.0,33.33,0.25,3,L,0.17333333333333334,1
한국도로공사,2021-11-06,1,배유나,36.36,50.0,100.0,0.0,0.0,0.0,100.0,0.75,3,C,0.13333333333333333,1
한국도로공사,2021-11-06,1,정대영,37.5,50.0,0.0,0.0,0.0,50.0,0.0,0.5,0,C,0.12,1
한국도로공사,2021-11-06,1,문정원,41.67,33.33,0.0,0.0,0.0,0.0,75.0,0.25,2,R,0.08,1
한국도로공사,2021-11-06,1,이고은,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.5,1,S,0.04,1
한국도로공사,2021-11-06,1,전새얀,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.02666666666666667,0
한국도로공사,2021-11-06,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
흥국생명,2021-11-06,0,캣벨,31.37,37.04,0.0,0.0,33.33,0.0,21.43,0.25,9,R,0.2786885245901639,1
흥국생명,2021-11-06,0,김미연,37.5,35.71,100.0,0.0,25.0,0.0,38.46,0.25,5,L,0.22950819672131148,1
흥국생명,2021-11-06,0,김다은,28.57,9.09,0.0,0.0,0.0,0.0,46.67,0.25,2,R,0.18032786885245902,1
흥국생명,2021-11-06,0,이주아,50.0,33.33,0.0,66.67,0.0,50.0,0.0,0.0,3,C,0.13114754098360656,1
흥국생명,2021-11-06,0,김채연,41.67,37.5,66.67,0.0,0.0,0.0,0.0,0.0,1,C,0.11475409836065574,1
흥국생명,2021-11-06,0,박혜진,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.25,1,S,0.06557377049180328,1
흥국생명,2021-11-06,0,도수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
흥국생명,2021-11-06,0,박상미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
KGC인삼공사,2021-11-07,1,옐레나,34.92,30.0,50.0,0.0,40.0,0.0,50.0,0.75,4,R,0.34615384615384615,1
KGC인삼공사,2021-11-07,1,이소영,39.47,30.43,66.67,0.0,0.0,0.0,54.55,0.5,4,L,0.24358974358974358,1
KGC인삼공사,2021-11-07,1,박혜민,44.44,30.77,0.0,0.0,0.0,0.0,80.0,0.5,4,L,0.1282051282051282,1
KGC인삼공사,2021-11-07,1,한송이,50.0,75.0,0.0,0.0,0.0,40.0,0.0,0.0,3,C,0.11538461538461539,1
KGC인삼공사,2021-11-07,1,박은진,66.67,0.0,0.0,100.0,0.0,50.0,0.0,0.0,1,C,0.08974358974358974,1
KGC인삼공사,2021-11-07,1,염혜선,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,4,S,0.05128205128205128,1
KGC인삼공사,2021-11-07,1,고의정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0,L,0.02564102564102564,0
KGC인삼공사,2021-11-07,1,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
GS칼텍스,2021-11-07,0,모마,39.19,39.58,0.0,0.0,38.1,0.0,50.0,0.0,9,R,0.5254237288135594,1
GS칼텍스,2021-11-07,0,강소휘,41.18,30.43,100.0,0.0,0.0,0.0,62.5,0.0,5,L,0.23728813559322035,1
GS칼텍스,2021-11-07,0,권민지,40.0,33.33,0.0,0.0,0.0,0.0,75.0,0.0,2,L,0.0847457627118644,1
GS칼텍스,2021-11-07,0,한수지,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0,C,0.0847457627118644,1
GS칼텍스,2021-11-07,0,최은지,11.76,9.09,0.0,0.0,0.0,0.0,16.67,0.0,2,L,0.03389830508474576,0
GS칼텍스,2021-11-07,0,유서연,25.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,3,L,0.03389830508474576,0
GS칼텍스,2021-11-07,0,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
GS칼텍스,2021-11-07,0,김지원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,0
GS칼텍스,2021-11-07,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
IBK기업은행,2021-11-09,0,라셈,36.11,33.33,0.0,0.0,60.0,0.0,0.0,0.25,3,R,0.2222222222222222,1
IBK기업은행,2021-11-09,0,김수지,55.0,25.0,100.0,66.67,0.0,42.86,0.0,0.5,2,C,0.2222222222222222,1
IBK기업은행,2021-11-09,0,김희진,29.63,14.29,0.0,100.0,0.0,50.0,66.67,0.0,4,C,0.1746031746031746,1
IBK기업은행,2021-11-09,0,표승주,40.74,41.18,66.67,0.0,0.0,0.0,28.57,0.0,0,L,0.1746031746031746,1
IBK기업은행,2021-11-09,0,최정민,61.54,50.0,100.0,100.0,0.0,100.0,33.33,0.0,3,C,0.14285714285714285,0
IBK기업은행,2021-11-09,0,김주향,27.27,33.33,100.0,0.0,0.0,0.0,0.0,0.0,5,L,0.047619047619047616,1
IBK기업은행,2021-11-09,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4,S,0.015873015873015872,1
IBK기업은행,2021-11-09,0,김하경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
IBK기업은행,2021-11-09,0,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
페퍼저축은행,2021-11-09,1,엘리자벳,52.24,47.5,100.0,0.0,58.33,0.0,0.0,0.0,7,R,0.5416666666666666,1
페퍼저축은행,2021-11-09,1,이한비,44.83,36.84,100.0,0.0,0.0,0.0,50.0,0.0,2,L,0.18055555555555555,1
페퍼저축은행,2021-11-09,1,박경현,44.44,47.06,0.0,0.0,0.0,0.0,0.0,0.0,3,L,0.1111111111111111,1
페퍼저축은행,2021-11-09,1,하혜진,37.5,20.0,0.0,0.0,0.0,50.0,100.0,0.25,3,R,0.06944444444444445,1
페퍼저축은행,2021-11-09,1,최가은,42.86,50.0,0.0,50.0,0.0,0.0,0.0,0.0,5,C,0.05555555555555555,1
페퍼저축은행,2021-11-09,1,이현,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0,S,0.041666666666666664,1
페퍼저축은행,2021-11-09,1,구솔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
페퍼저축은행,2021-11-09,1,김세인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
페퍼저축은행,2021-11-09,1,문슬기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
GS칼텍스,2021-11-10,0,모마,47.62,38.1,100.0,0.0,56.25,0.0,50.0,0.0,6,R,0.5833333333333334,1
GS칼텍스,2021-11-10,0,강소휘,31.58,28.57,0.0,0.0,0.0,0.0,50.0,0.0,5,L,0.19444444444444445,1
GS칼텍스,2021-11-10,0,유서연,26.32,12.5,0.0,0.0,0.0,0.0,40.0,0.0,2,L,0.1388888888888889,0
GS칼텍스,2021-11-10,0,한수지,33.33,0.0,0.0,0.0,0.0,50.0,0.0,0.33,0,C,0.05555555555555555,1
GS칼텍스,2021-11-10,0,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2,S,0.027777777777777776,0
GS칼텍스,2021-11-10,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
현대건설,2021-11-10,1,야스민,50.0,43.75,0.0,0.0,50.0,0.0,80.0,1.33,5,R,0.39285714285714285,1
현대건설,2021-11-10,1,양효진,68.42,69.23,100.0,0.0,0.0,60.0,0.0,0.0,0,C,0.26785714285714285,1
현대건설,2021-11-10,1,이다현,21.43,16.67,0.0,33.33,0.0,20.0,0.0,1.0,0,C,0.16071428571428573,1
현대건설,2021-11-10,1,황민경,45.45,25.0,0.0,0.0,0.0,0.0,57.14,0.0,1,L,0.08928571428571429,1
현대건설,2021-11-10,1,고예림,40.0,0.0,100.0,0.0,0.0,0.0,60.0,0.0,2,L,0.08928571428571429,1
현대건설,2021-11-10,1,김다인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
현대건설,2021-11-10,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
현대건설,2021-11-10,1,김주하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
한국도로공사,2021-11-11,1,켈시,42.37,37.84,75.0,0.0,40.0,0.0,50.0,0.0,7,R,0.391304347826087,1
한국도로공사,2021-11-11,1,박정아,40.48,26.92,0.0,0.0,0.0,0.0,66.67,0.0,9,L,0.2608695652173913,1
한국도로공사,2021-11-11,1,배유나,42.86,60.0,0.0,0.0,0.0,0.0,0.0,0.5,2,C,0.15942028985507245,1
한국도로공사,2021-11-11,1,정대영,33.33,25.0,0.0,0.0,0.0,100.0,0.0,0.5,0,C,0.13043478260869565,1
한국도로공사,2021-11-11,1,문정원,20.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,3,R,0.057971014492753624,1
한국도로공사,2021-11-11,1,전새얀,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
한국도로공사,2021-11-11,1,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,1
한국도로공사,2021-11-11,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
흥국생명,2021-11-11,0,캣벨,27.69,22.58,0.0,0.0,15.79,0.0,61.54,0.0,10,R,0.41509433962264153,1
흥국생명,2021-11-11,0,김미연,26.83,25.0,0.0,0.0,0.0,0.0,30.0,0.0,4,L,0.20754716981132076,1
흥국생명,2021-11-11,0,이주아,41.67,50.0,0.0,40.0,0.0,40.0,0.0,0.25,3,C,0.16981132075471697,1
흥국생명,2021-11-11,0,박현주,40.0,33.33,0.0,0.0,0.0,0.0,42.86,0.67,2,L,0.11320754716981132,0
흥국생명,2021-11-11,0,김채연,40.0,50.0,0.0,0.0,0.0,50.0,0.0,0.25,0,C,0.05660377358490566,1
흥국생명,2021-11-11,0,박혜진,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.25,6,S,0.03773584905660377,1
흥국생명,2021-11-11,0,도수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
흥국생명,2021-11-11,0,박상미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
KGC인삼공사,2021-11-12,1,옐레나,43.24,47.06,0.0,0.0,41.67,0.0,50.0,0.0,3,R,0.34545454545454546,1
KGC인삼공사,2021-11-12,1,이소영,42.86,25.0,80.0,0.0,66.67,0.0,33.33,1.0,3,L,0.2909090909090909,1
KGC인삼공사,2021-11-12,1,박혜민,45.0,40.0,0.0,0.0,0.0,0.0,60.0,0.0,2,L,0.16363636363636364,1
KGC인삼공사,2021-11-12,1,한송이,50.0,50.0,100.0,0.0,0.0,42.86,0.0,0.0,1,C,0.12727272727272726,1
KGC인삼공사,2021-11-12,1,박은진,36.36,50.0,0.0,33.33,0.0,33.33,0.0,0.0,1,C,0.07272727272727272,1
KGC인삼공사,2021-11-12,1,염혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,1
KGC인삼공사,2021-11-12,1,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
KGC인삼공사,2021-11-12,1,고의정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
IBK기업은행,2021-11-12,0,라셈,41.86,34.62,100.0,0.0,45.45,0.0,60.0,0.0,6,R,0.5294117647058824,1
IBK기업은행,2021-11-12,0,김주향,23.08,0.0,25.0,0.0,0.0,0.0,45.45,0.0,4,L,0.23529411764705882,1
IBK기업은행,2021-11-12,0,표승주,15.0,9.09,50.0,0.0,0.0,0.0,14.29,0.0,1,L,0.08823529411764706,1
IBK기업은행,2021-11-12,0,최정민,28.57,33.33,0.0,0.0,0.0,33.33,0.0,0.33,1,C,0.08823529411764706,0
IBK기업은행,2021-11-12,0,김수지,20.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.058823529411764705,1
IBK기업은행,2021-11-12,0,김하경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,0
페퍼저축은행,2021-11-13,0,엘리자벳,35.29,42.11,0.0,0.0,25.0,0.0,100.0,0.0,7,R,0.4117647058823529,1
페퍼저축은행,2021-11-13,0,박경현,46.15,33.33,66.67,0.0,0.0,0.0,50.0,0.67,3,L,0.23529411764705882,1
페퍼저축은행,2021-11-13,0,이한비,21.43,20.0,0.0,0.0,0.0,0.0,50.0,0.0,4,L,0.11764705882352941,1
페퍼저축은행,2021-11-13,0,하혜진,25.0,33.33,0.0,0.0,0.0,20.0,0.0,0.0,2,R,0.11764705882352941,1
페퍼저축은행,2021-11-13,0,이현,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.33,3,S,0.08823529411764706,1
페퍼저축은행,2021-11-13,0,최가은,20.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.029411764705882353,1
페퍼저축은행,2021-11-13,0,김세인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
페퍼저축은행,2021-11-13,0,문슬기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
현대건설,2021-11-13,1,야스민,47.37,16.67,0.0,0.0,60.0,0.0,66.67,1.0,6,R,0.2708333333333333,1
현대건설,2021-11-13,1,양효진,47.37,54.55,50.0,0.0,0.0,33.33,0.0,0.33,2,C,0.2708333333333333,1
현대건설,2021-11-13,1,이다현,70.0,100.0,0.0,75.0,0.0,60.0,0.0,0.0,0,C,0.20833333333333334,1
현대건설,2021-11-13,1,고예림,31.25,37.5,0.0,0.0,0.0,0.0,33.33,0.67,6,L,0.14583333333333334,1
현대건설,2021-11-13,1,황민경,23.08,20.0,100.0,0.0,0.0,0.0,16.67,0.33,2,L,0.08333333333333333,1
현대건설,2021-11-13,1,김다인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2,S,0.020833333333333332,1
현대건설,2021-11-13,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
흥국생명,2021-11-14,0,캣벨,26.09,22.22,66.67,0.0,28.57,0.0,22.22,0.0,6,R,0.4827586206896552,1
흥국생명,2021-11-14,0,김미연,31.82,26.67,0.0,0.0,0.0,0.0,42.86,0.33,2,L,0.3103448275862069,1
흥국생명,2021-11-14,0,이주아,20.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,3,C,0.1724137931034483,1
흥국생명,2021-11-14,0,박혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.034482758620689655,1
흥국생명,2021-11-14,0,김채연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.0,1
